Transaction,Purchase_Date,Customer_ID,Gender,Marital_Status,Homeowner,Children,Annual_Income,City,State_or_Province,Country,Product_Family,Product_Department,Product_Category,Units_Sold,Revenue
1867,5/26/2012,9931,F,M,Y,3,$50K - $70K,Beverly Hills,CA,USA,Food,Frozen Foods,Vegetables,4,$12.31
1868,5/26/2012,3528,F,M,Y,4,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,$11.81
1869,5/26/2012,8181,F,M,Y,3,$50K - $70K,Tacoma,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,$5.16
1870,5/26/2012,9825,F,S,Y,2,$90K - $110K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,$19.07
1871,5/26/2012,1838,M,S,Y,3,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Frozen Desserts,3,$4.69
1872,5/26/2012,9933,F,M,Y,3,$10K - $30K,Bellingham,WA,USA,Food,Deli,Meat,3,$2.39
1873,5/26/2012,7035,F,M,Y,3,$50K - $70K,Los Angeles,CA,USA,Food,Dairy,Dairy,3,$25.12
1874,5/27/2012,6511,M,M,N,5,$30K - $50K,Los Angeles,CA,USA,Food,Canned Products,Fruit,4,$27.14
1875,5/27/2012,8062,F,M,N,1,$10K - $30K,San Diego,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$22.88
1876,5/27/2012,7822,F,S,N,2,$30K - $50K,Bremerton,WA,USA,Food,Produce,Fruit,2,$10.03
1877,5/27/2012,10176,M,M,Y,3,$70K - $90K,Salem,OR,USA,Food,Canned Foods,Canned Anchovies,4,$18.02
1878,5/27/2012,6806,M,S,Y,4,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Periodicals,Magazines,5,$20.22
1879,5/27/2012,4633,M,M,Y,1,$50K - $70K,Los Angeles,CA,USA,Food,Deli,Meat,3,$18.07
1880,5/27/2012,6496,M,M,Y,5,$30K - $50K,Bremerton,WA,USA,Food,Baked Goods,Bread,3,$15.12
1881,5/27/2012,9837,M,M,N,5,$30K - $50K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,5,$8.55
1882,5/27/2012,8269,F,S,N,4,$30K - $50K,Salem,OR,USA,Drink,Beverages,Pure Juice Beverages,2,$5.70
1883,5/27/2012,2848,F,S,N,4,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,$18.72
1884,5/27/2012,8769,M,M,Y,3,$70K - $90K,Yakima,WA,USA,Food,Baked Goods,Bread,4,$14.88
1885,5/28/2012,976,F,M,Y,5,$70K - $90K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,5,$2.33
1886,5/28/2012,5018,M,M,Y,3,$50K - $70K,Los Angeles,CA,USA,Food,Frozen Foods,Frozen Desserts,4,$30.58
1887,5/28/2012,7446,M,M,N,1,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,$16.44
1888,5/28/2012,5528,F,S,N,2,$10K - $30K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,3,$5.54
1889,5/28/2012,329,F,S,N,2,$30K - $50K,Los Angeles,CA,USA,Non-Consumable,Household,Electrical,4,$35.52
1890,5/28/2012,5748,M,M,Y,3,$50K - $70K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,$6.16
1891,5/28/2012,3942,M,S,Y,3,$10K - $30K,Seattle,WA,USA,Food,Produce,Fruit,6,$26.68
1892,5/28/2012,4391,F,M,Y,3,$30K - $50K,Spokane,WA,USA,Food,Dairy,Dairy,4,$7.21
1893,5/28/2012,5954,M,S,N,2,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,3,$8.30
1894,5/28/2012,3282,F,M,Y,5,$50K - $70K,Beverly Hills,CA,USA,Non-Consumable,Household,Paper Products,3,$22.54
1895,5/29/2012,1580,F,S,N,4,$10K - $30K,Seattle,WA,USA,Food,Produce,Vegetables,3,$4.42
1896,5/29/2012,8731,F,M,N,1,$50K - $70K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,$11.70
1897,5/29/2012,8966,F,S,N,3,$50K - $70K,Bremerton,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,$4.68
1898,5/29/2012,7862,M,M,Y,4,$30K - $50K,Spokane,WA,USA,Food,Dairy,Dairy,6,$26.43
1899,5/29/2012,3977,F,S,N,2,$30K - $50K,Salem,OR,USA,Food,Canned Foods,Canned Tuna,3,$18.28
1900,5/29/2012,8291,F,M,Y,2,$30K - $50K,Salem,OR,USA,Food,Produce,Vegetables,3,$6.23
1901,5/29/2012,7611,F,M,N,2,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Fruit,4,$4.23
1902,5/29/2012,921,M,S,Y,5,$70K - $90K,Yakima,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,6,$11.14
1903,5/29/2012,9900,M,S,Y,5,$10K - $30K,Seattle,WA,USA,Food,Dairy,Dairy,4,$27.00
1904,5/29/2012,3101,M,M,Y,3,$70K - $90K,Portland,OR,USA,Food,Eggs,Eggs,4,$7.81
1905,5/29/2012,4515,M,S,Y,1,$30K - $50K,Seattle,WA,USA,Food,Breakfast Foods,Breakfast Foods,3,$20.45
1906,5/29/2012,8175,M,M,N,5,$110K - $130K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,6,$11.40
1907,5/29/2012,10147,M,M,Y,5,$130K - $150K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,6,$17.14
1908,5/30/2012,9213,M,S,Y,3,$70K - $90K,Portland,OR,USA,Food,Frozen Foods,Meat,4,$22.13
1909,5/30/2012,6288,F,S,Y,1,$10K - $30K,Salem,OR,USA,Food,Produce,Fruit,3,$5.04
1910,5/30/2012,790,M,S,N,2,$30K - $50K,Salem,OR,USA,Food,Canned Foods,Vegetables,3,$10.32
1911,5/30/2012,7989,F,M,Y,2,$10K - $30K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,3,$3.04
1912,5/30/2012,3010,M,S,Y,3,$90K - $110K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,5,$14.11
1913,5/30/2012,9662,M,S,N,3,$50K - $70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,3,$10.38
1914,5/30/2012,7701,F,M,Y,4,$50K - $70K,Seattle,WA,USA,Food,Frozen Foods,Vegetables,2,$4.92
1915,5/30/2012,1810,F,M,Y,0,$50K - $70K,Bellingham,WA,USA,Drink,Beverages,Hot Beverages,2,$0.90
1916,5/30/2012,1491,F,M,Y,1,$130K - $150K,Spokane,WA,USA,Food,Frozen Foods,Frozen Desserts,6,$14.53
1917,5/30/2012,6113,F,S,N,0,$130K - $150K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,6,$7.01
1918,5/30/2012,3469,M,M,Y,4,$50K - $70K,San Diego,CA,USA,Food,Produce,Vegetables,5,$16.50
1919,5/30/2012,4567,M,M,Y,5,$50K - $70K,Yakima,WA,USA,Food,Dairy,Dairy,5,$22.74
1920,5/30/2012,5990,F,M,Y,4,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Specialty,4,$4.59
1921,5/30/2012,3816,F,S,Y,2,$70K - $90K,Bremerton,WA,USA,Food,Produce,Vegetables,5,$8.42
1922,5/30/2012,4094,F,S,N,2,$10K - $30K,Spokane,WA,USA,Non-Consumable,Household,Electrical,5,$32.55
1923,5/30/2012,5379,F,S,N,1,$50K - $70K,Tacoma,WA,USA,Food,Deli,Meat,4,$15.83
1924,5/30/2012,7865,F,M,Y,1,$130K - $150K,Walla Walla,WA,USA,Food,Canned Foods,Canned Soup,2,$5.72
1925,5/31/2012,3101,M,M,Y,3,$70K - $90K,Portland,OR,USA,Drink,Beverages,Pure Juice Beverages,6,$3.38
1926,5/31/2012,5855,F,S,N,2,$50K - $70K,Salem,OR,USA,Drink,Beverages,Hot Beverages,4,$25.75
1927,5/31/2012,9050,M,S,N,4,$70K - $90K,Portland,OR,USA,Drink,Beverages,Hot Beverages,5,$32.64
1928,5/31/2012,665,F,S,N,4,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Fruit,5,$4.70
1929,5/31/2012,2533,M,M,Y,1,$50K - $70K,Los Angeles,CA,USA,Non-Consumable,Periodicals,Magazines,3,$20.75
1930,5/31/2012,5868,F,S,Y,2,$90K - $110K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$9.40
1931,5/31/2012,2185,F,M,N,2,$30K - $50K,San Francisco,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,$11.20
1932,5/31/2012,1322,M,S,Y,5,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,$11.88
1933,5/31/2012,1965,F,M,Y,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Checkout,Hardware,3,$15.41
1934,5/31/2012,9421,M,S,N,3,$30K - $50K,Walla Walla,WA,USA,Food,Baking Goods,Jams and Jellies,4,$7.23
1935,5/31/2012,7678,F,S,Y,1,$150K +,Yakima,WA,USA,Food,Canned Foods,Vegetables,3,$8.57
1936,6/1/2012,4255,M,M,Y,0,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Frozen Desserts,4,$18.84
1937,6/1/2012,5682,F,S,N,2,$30K - $50K,Portland,OR,USA,Food,Baked Goods,Bread,4,$20.76
1938,6/1/2012,8181,F,M,Y,3,$50K - $70K,Tacoma,WA,USA,Drink,Beverages,Pure Juice Beverages,4,$7.38
1939,6/1/2012,8699,F,M,N,2,$10K - $30K,Beverly Hills,CA,USA,Drink,Beverages,Hot Beverages,3,$22.36
1940,6/1/2012,9898,F,M,Y,2,$30K - $50K,Seattle,WA,USA,Food,Frozen Foods,Frozen Desserts,4,$16.34
1941,6/1/2012,3463,M,S,N,0,$10K - $30K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,5,$18.98
1942,6/1/2012,8892,M,S,Y,1,$50K - $70K,Salem,OR,USA,Food,Eggs,Eggs,4,$9.80
1943,6/1/2012,5407,M,M,Y,4,$50K - $70K,San Diego,CA,USA,Food,Deli,Side Dishes,5,$17.67
1944,6/1/2012,5682,F,S,N,2,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Vegetables,2,$3.59
1945,6/1/2012,3768,M,M,Y,2,$30K - $50K,Los Angeles,CA,USA,Non-Consumable,Household,Plastic Products,5,$15.17
1946,6/1/2012,2553,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,5,$13.88
1947,6/1/2012,1438,F,S,N,3,$10K - $30K,Portland,OR,USA,Food,Dairy,Dairy,6,$20.74
1948,6/1/2012,8528,M,M,Y,3,$130K - $150K,Portland,OR,USA,Food,Snack Foods,Snack Foods,3,$11.47
1949,6/2/2012,5590,M,M,N,5,$110K - $130K,Tacoma,WA,USA,Food,Produce,Fruit,5,$4.70
1950,6/2/2012,10166,F,M,N,1,$70K - $90K,Portland,OR,USA,Non-Consumable,Household,Electrical,6,$15.87
1951,6/2/2012,4767,M,S,Y,3,$130K - $150K,Spokane,WA,USA,Food,Snacks,Candy,5,$2.57
1952,6/2/2012,4061,M,S,N,4,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Household,Paper Products,4,$11.64
1953,6/2/2012,4162,M,S,Y,2,$70K - $90K,Beverly Hills,CA,USA,Food,Eggs,Eggs,5,$11.20
1954,6/2/2012,5531,F,M,N,4,$30K - $50K,Los Angeles,CA,USA,Food,Dairy,Dairy,4,$16.45
1955,6/2/2012,3790,M,M,Y,1,$50K - $70K,Beverly Hills,CA,USA,Food,Eggs,Eggs,2,$3.28
1956,6/2/2012,192,F,M,Y,4,$50K - $70K,Spokane,WA,USA,Non-Consumable,Periodicals,Magazines,4,$11.59
1957,6/2/2012,5046,F,S,N,1,$50K - $70K,San Francisco,CA,USA,Food,Snack Foods,Snack Foods,2,$3.18
1958,6/2/2012,4525,F,S,Y,5,$30K - $50K,Los Angeles,CA,USA,Food,Snacks,Candy,5,$23.00
1959,6/2/2012,426,M,M,Y,4,$70K - $90K,Seattle,WA,USA,Food,Produce,Packaged Vegetables,4,$7.30
1960,6/2/2012,2211,F,S,N,5,$70K - $90K,Tacoma,WA,USA,Food,Breakfast Foods,Breakfast Foods,6,$12.72
1961,6/2/2012,2846,F,M,Y,1,$50K - $70K,Portland,OR,USA,Non-Consumable,Periodicals,Magazines,3,$7.08
1962,6/2/2012,5827,M,M,Y,3,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Vegetables,2,$5.96
1963,6/3/2012,6432,F,S,N,1,$50K - $70K,San Diego,CA,USA,Food,Produce,Fruit,3,$3.65
1964,6/3/2012,1793,F,S,N,0,$50K - $70K,Salem,OR,USA,Food,Produce,Fruit,3,$21.28
1965,6/3/2012,3302,M,M,Y,2,$30K - $50K,Salem,OR,USA,Food,Produce,Specialty,3,$13.01
1966,6/3/2012,9686,M,S,Y,1,$50K - $70K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Tuna,2,$5.89
1967,6/3/2012,9728,M,M,Y,1,$10K - $30K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,2,$20.38
1968,6/3/2012,3693,M,S,N,0,$30K - $50K,Bremerton,WA,USA,Food,Canned Foods,Canned Tuna,6,$13.30
1969,6/3/2012,6309,M,M,Y,3,$10K - $30K,Bellingham,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,$10.97
1970,6/3/2012,3680,F,S,Y,3,$10K - $30K,Los Angeles,CA,USA,Food,Deli,Meat,6,$10.71
1971,6/3/2012,1322,M,S,Y,5,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Vegetables,6,$10.56
1972,6/3/2012,3350,F,S,N,4,$10K - $30K,Portland,OR,USA,Food,Produce,Fruit,6,$15.83
1973,6/3/2012,5875,M,S,Y,2,$10K - $30K,Portland,OR,USA,Food,Canned Foods,Canned Soup,4,$16.92
1974,6/4/2012,4340,F,S,N,2,$30K - $50K,Tacoma,WA,USA,Food,Produce,Fruit,5,$17.73
1975,6/4/2012,8172,M,M,N,0,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,6,$37.00
1976,6/4/2012,8629,F,M,Y,2,$150K +,San Diego,CA,USA,Food,Snack Foods,Snack Foods,3,$4.35
1977,6/4/2012,5233,F,M,Y,2,$70K - $90K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Clams,4,$4.58
1978,6/4/2012,9169,F,M,Y,5,$70K - $90K,Yakima,WA,USA,Food,Deli,Meat,3,$21.47
1979,6/4/2012,8158,M,S,N,3,$10K - $30K,Portland,OR,USA,Food,Canned Products,Fruit,5,$9.48
1980,6/4/2012,6236,F,M,Y,1,$70K - $90K,Beverly Hills,CA,USA,Food,Produce,Vegetables,3,$10.46
1981,6/4/2012,5052,F,S,Y,5,$30K - $50K,San Francisco,CA,USA,Non-Consumable,Carousel,Specialty,3,$4.75
1982,6/4/2012,5203,M,M,Y,5,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,$14.26
1983,6/4/2012,8541,F,M,Y,1,$130K - $150K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,2,$18.51
1984,6/4/2012,1036,F,S,N,3,$70K - $90K,Salem,OR,USA,Food,Produce,Fruit,2,$4.70
1985,6/4/2012,8435,F,M,N,3,$70K - $90K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,4,$26.80
1986,6/4/2012,8960,M,M,Y,2,$150K +,Bremerton,WA,USA,Food,Deli,Meat,4,$7.15
1987,6/4/2012,7972,F,M,Y,1,$30K - $50K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,6,$21.72
1988,6/4/2012,3787,F,S,Y,5,$10K - $30K,Bremerton,WA,USA,Food,Deli,Meat,2,$6.12
1989,6/4/2012,4522,M,S,N,1,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Carousel,Specialty,4,$27.60
1990,6/4/2012,8623,M,S,N,4,$30K - $50K,San Diego,CA,USA,Food,Deli,Meat,5,$19.52
1991,6/5/2012,5555,F,M,Y,4,$10K - $30K,Walla Walla,WA,USA,Food,Baking Goods,Jams and Jellies,4,$9.91
1992,6/5/2012,5374,M,M,Y,3,$30K - $50K,Spokane,WA,USA,Food,Deli,Meat,4,$23.10
1993,6/5/2012,4307,F,S,N,1,$70K - $90K,Beverly Hills,CA,USA,Food,Frozen Foods,Frozen Desserts,4,$6.76
1994,6/5/2012,7731,F,M,N,5,$10K - $30K,Beverly Hills,CA,USA,Food,Canned Foods,Vegetables,5,$12.82
1995,6/5/2012,976,F,M,Y,5,$70K - $90K,Spokane,WA,USA,Non-Consumable,Household,Cleaning Supplies,4,$17.57
1996,6/5/2012,2929,M,S,N,4,$70K - $90K,San Diego,CA,USA,Non-Consumable,Periodicals,Magazines,3,$9.03
1997,6/5/2012,6348,M,M,Y,2,$10K - $30K,Spokane,WA,USA,Food,Produce,Fruit,4,$12.50
1998,6/5/2012,9020,M,M,N,4,$110K - $130K,Los Angeles,CA,USA,Food,Deli,Meat,4,$11.56
1999,6/5/2012,7818,F,M,Y,4,$30K - $50K,Portland,OR,USA,Food,Canned Foods,Canned Soup,5,$24.88
2000,6/5/2012,2255,M,S,N,3,$50K - $70K,San Diego,CA,USA,Food,Deli,Meat,4,$10.90
2001,6/6/2012,2422,F,S,N,1,$30K - $50K,Salem,OR,USA,Food,Produce,Vegetables,3,$7.02
2002,6/6/2012,2296,F,S,N,4,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Fruit,4,$10.92
2003,6/6/2012,6641,M,S,N,0,$30K - $50K,San Diego,CA,USA,Non-Consumable,Household,Cleaning Supplies,2,$4.18
2004,6/6/2012,8055,M,M,Y,1,$30K - $50K,San Francisco,CA,USA,Food,Baked Goods,Bread,4,$6.36
2005,6/6/2012,3081,F,S,Y,2,$90K - $110K,San Diego,CA,USA,Drink,Beverages,Pure Juice Beverages,2,$14.82
2006,6/6/2012,6304,F,M,Y,1,$150K +,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,$10.19
2007,6/6/2012,4868,F,M,Y,3,$130K - $150K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,$3.22
2008,6/6/2012,432,F,M,Y,4,$70K - $90K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,5,$6.96
2009,6/6/2012,8359,F,S,N,5,$50K - $70K,Tacoma,WA,USA,Food,Starchy Foods,Starchy Foods,3,$8.61
2010,6/6/2012,4711,F,M,Y,3,$30K - $50K,Bremerton,WA,USA,Food,Frozen Foods,Frozen Desserts,3,$6.60
2011,6/6/2012,7072,F,S,Y,2,$90K - $110K,Spokane,WA,USA,Food,Baked Goods,Bread,3,$14.85
2012,6/6/2012,8947,M,S,Y,2,$50K - $70K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,5,$8.70
2013,6/6/2012,6353,M,M,Y,3,$30K - $50K,San Diego,CA,USA,Food,Canned Foods,Vegetables,7,$14.94
2014,6/6/2012,7354,F,M,Y,3,$10K - $30K,Bremerton,WA,USA,Food,Frozen Foods,Breakfast Foods,3,$22.39
2015,6/7/2012,9440,F,S,Y,2,$50K - $70K,San Diego,CA,USA,Food,Produce,Vegetables,2,$3.94
2016,6/7/2012,2483,F,S,Y,4,$90K - $110K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,$40.32
2017,6/7/2012,8439,F,M,Y,4,$90K - $110K,Salem,OR,USA,Non-Consumable,Household,Paper Products,3,$22.03
2018,6/7/2012,448,M,M,N,1,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Decongestants,5,$10.68
2019,6/7/2012,2067,F,S,N,3,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,$8.22
2020,6/7/2012,8351,M,S,N,4,$70K - $90K,Spokane,WA,USA,Food,Deli,Side Dishes,5,$8.56
2021,6/7/2012,1224,M,M,N,3,$10K - $30K,San Diego,CA,USA,Drink,Dairy,Dairy,3,$5.21
2022,6/7/2012,6077,F,M,Y,4,$30K - $50K,San Diego,CA,USA,Food,Produce,Fruit,6,$9.94
2023,6/8/2012,7362,M,S,N,2,$10K - $30K,Portland,OR,USA,Drink,Beverages,Pure Juice Beverages,4,$8.19
2024,6/8/2012,8172,M,M,N,0,$50K - $70K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,4,$14.92
2025,6/8/2012,8414,M,M,N,1,$10K - $30K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,6,$2.56
2026,6/8/2012,1167,M,M,Y,3,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Fruit,4,$14.04
2027,6/8/2012,4599,M,S,N,3,$30K - $50K,Beverly Hills,CA,USA,Food,Eggs,Eggs,5,$23.94
2028,6/8/2012,136,M,M,Y,3,$150K +,Seattle,WA,USA,Food,Deli,Meat,6,$32.97
2029,6/8/2012,7701,F,M,Y,4,$50K - $70K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,3,$9.01
2030,6/8/2012,4525,F,S,Y,5,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,5,$15.37
2031,6/8/2012,1481,F,S,Y,2,$130K - $150K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,4,$7.95
2032,6/8/2012,8901,M,M,N,1,$90K - $110K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,5,$9.73
2033,6/8/2012,2523,M,S,Y,3,$90K - $110K,Beverly Hills,CA,USA,Food,Frozen Foods,Pizza,2,$13.56
2034,6/9/2012,1470,M,M,N,4,$30K - $50K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,3,$6.37
2035,6/9/2012,3438,M,M,Y,3,$10K - $30K,Portland,OR,USA,Food,Baked Goods,Bread,5,$6.44
2036,6/9/2012,6114,F,S,Y,2,$30K - $50K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,4,$4.20
2037,6/9/2012,9998,M,S,Y,0,$50K - $70K,Beverly Hills,CA,USA,Food,Dairy,Dairy,2,$11.70
2038,6/9/2012,2689,M,S,Y,1,$30K - $50K,Bremerton,WA,USA,Drink,Beverages,Carbonated Beverages,3,$6.54
2039,6/9/2012,1321,M,M,Y,3,$50K - $70K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$15.25
2040,6/9/2012,2431,F,S,Y,4,$10K - $30K,Bremerton,WA,USA,Drink,Beverages,Pure Juice Beverages,3,$11.57
2041,6/9/2012,4711,F,M,Y,3,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,$20.70
2042,6/9/2012,8063,F,S,Y,5,$10K - $30K,Portland,OR,USA,Food,Snack Foods,Snack Foods,5,$31.04
2043,6/9/2012,7203,M,S,N,4,$30K - $50K,Salem,OR,USA,Non-Consumable,Household,Cleaning Supplies,6,$29.50
2044,6/10/2012,3929,F,M,N,2,$50K - $70K,Seattle,WA,USA,Drink,Beverages,Hot Beverages,4,$10.66
2045,6/10/2012,7275,F,M,Y,1,$30K - $50K,Tacoma,WA,USA,Food,Eggs,Eggs,6,$34.68
2046,6/11/2012,2553,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Food,Starchy Foods,Starchy Foods,3,$15.86
2047,6/11/2012,4391,F,M,Y,3,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Hardware,5,$13.73
2048,6/11/2012,170,M,S,N,1,$10K - $30K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,4,$10.35
2049,6/11/2012,180,F,S,N,4,$50K - $70K,Seattle,WA,USA,Non-Consumable,Household,Paper Products,3,$12.82
2050,6/11/2012,2813,F,M,Y,5,$10K - $30K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,$11.88
2051,6/11/2012,6204,F,M,Y,5,$110K - $130K,Salem,OR,USA,Food,Snack Foods,Snack Foods,6,$22.91
2052,6/11/2012,521,M,M,Y,1,$30K - $50K,Portland,OR,USA,Food,Snack Foods,Snack Foods,5,$21.41
2053,6/11/2012,8768,F,S,Y,1,$90K - $110K,Portland,OR,USA,Food,Snack Foods,Snack Foods,2,$3.19
2054,6/11/2012,6522,F,S,Y,2,$50K - $70K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,3,$9.32
2055,6/11/2012,3273,F,M,Y,1,$10K - $30K,Portland,OR,USA,Food,Snack Foods,Snack Foods,4,$33.76
2056,6/11/2012,9797,F,M,Y,5,$50K - $70K,Spokane,WA,USA,Food,Canned Foods,Canned Tuna,5,$13.53
2057,6/11/2012,8172,M,M,N,0,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,$6.07
2058,6/11/2012,9469,F,S,Y,1,$10K - $30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,$8.28
2059,6/11/2012,9623,F,S,N,2,$110K - $130K,Seattle,WA,USA,Food,Frozen Foods,Frozen Desserts,5,$3.71
2060,6/11/2012,3409,M,M,Y,3,$150K +,San Francisco,CA,USA,Food,Baking Goods,Baking Goods,2,$5.66
2061,6/12/2012,7963,M,S,N,3,$30K - $50K,Portland,OR,USA,Food,Produce,Vegetables,5,$15.13
2062,6/12/2012,3854,M,S,Y,1,$90K - $110K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Cold Remedies,3,$12.60
2063,6/12/2012,1957,M,M,Y,2,$130K - $150K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,6,$10.75
2064,6/12/2012,7171,M,S,N,3,$30K - $50K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,3,$25.02
2065,6/12/2012,7354,F,M,Y,3,$10K - $30K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,$15.12
2066,6/12/2012,3282,F,M,Y,5,$50K - $70K,Beverly Hills,CA,USA,Food,Frozen Foods,Pizza,4,$13.56
2067,6/12/2012,6047,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,6,$10.62
2068,6/12/2012,2053,M,S,Y,5,$90K - $110K,Portland,OR,USA,Food,Dairy,Dairy,6,$17.76
2069,6/12/2012,5405,F,M,Y,1,$70K - $90K,Portland,OR,USA,Food,Canned Foods,Canned Anchovies,4,$13.76
2070,6/12/2012,5301,F,M,N,2,$70K - $90K,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,$9.08
2071,6/13/2012,5821,F,M,Y,4,$70K - $90K,Seattle,WA,USA,Food,Canned Foods,Vegetables,6,$21.51
2072,6/13/2012,5826,F,M,Y,4,$10K - $30K,Seattle,WA,USA,Food,Frozen Foods,Frozen Desserts,6,$16.91
2073,6/13/2012,9302,M,M,Y,1,$130K - $150K,San Francisco,CA,USA,Food,Baking Goods,Jams and Jellies,1,$1.71
2074,6/13/2012,4951,M,S,N,5,$30K - $50K,Seattle,WA,USA,Food,Frozen Foods,Vegetables,3,$18.96
2075,6/13/2012,7190,M,S,N,2,$50K - $70K,Yakima,WA,USA,Drink,Beverages,Pure Juice Beverages,4,$11.84
2076,6/13/2012,9928,F,S,Y,5,$10K - $30K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,4,$22.58
2077,6/13/2012,8083,F,M,Y,0,$30K - $50K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,3,$5.84
2078,6/14/2012,9759,F,M,N,4,$50K - $70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,$11.05
2079,6/14/2012,3929,F,M,N,2,$50K - $70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,6,$12.96
2080,6/14/2012,5685,F,S,Y,2,$90K - $110K,Salem,OR,USA,Drink,Dairy,Dairy,5,$26.80
